Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,59030,,,,59030,,47017,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,6765,,,,6765,,5534,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,40195,,,,40195,,29350,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,11327,,,,11327,,8786,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,235,,,,235,,1638,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,505,,,,505,,1698,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,080310,"Fruit, edible; plantains, fresh or dried",8,Weight in kilograms,3,,,,3,,11,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,19700952,,,,19700952,,27258100,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,12,Algeria,DZA,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,2299008,,,,2299008,,3376550,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,57,,,,57,,586,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,8410,,,,8410,,14235,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,7050,,,,7050,,10106,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,11423,,,,11423,,17680,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,50,,,,50,,53,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,39395,,,,39395,,273829,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,352,Iceland,ISL,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,250,,,,250,,263,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,10790965,,,,10790965,,14364337,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,451534,,,,451534,,758468,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,249,,,,249,,2666,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,22023,,,,22023,,23125,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,1788,,,,1788,,554,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,5,,,,5,,5,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,4000,,,,4000,,5840,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,682,Saudi Arabia,SAU,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,22720,,,,22720,,27491,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,0,,,,0,,5,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,2125,,,,2125,,2723,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,2150,,,,2150,,2446,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,104000,,,,104000,,150023,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,5921177,,,,5921177,,8159699,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,57,,,,57,,203,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,750,,,,750,,1103,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080410,"Fruit, edible; dates, fresh or dried",8,Weight in kilograms,11767,,,,11767,,66111,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,6544009,,,,6544009,,17319293,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,9400,,,,9400,,11798,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,86,,,,86,,184,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,69430,,,,69430,,204069,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,560,,,,560,,2121,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,63,,,,63,,179,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,750,,,,750,,2130,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,25,,,,25,,73,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,1690,,,,1690,,12936,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,32350,,,,32350,,293631,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,5179,,,,5179,,21180,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,7585,,,,7585,,25789,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,3243,,,,3243,,16930,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,20,,,,20,,55,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,138,,,,138,,392,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,95,,,,95,,399,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,2202,,,,2202,,6445,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,1,,,,1,,3,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,1121,,,,1121,,3196,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,1783,,,,1783,,7489,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,189,,,,189,,440,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,185,,,,185,,664,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,6407131,,,,6407131,,16703879,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,752,,,,752,,5181,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,080420,"Fruit, edible; figs, fresh or dried",8,Weight in kilograms,33,,,,33,,128,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,49376758,,,,49376758,,57313152,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,30679,,,,30679,,38580,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,117770,,,,117770,,74606,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,120,Cameroon,CMR,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,62212,,,,62212,,73485,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,3120,,,,3120,,3775,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,1727672,,,,1727672,,1860464,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,59044,,,,59044,,71441,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,188,Costa Rica,CRI,,,,,,,,080430,"Fruit, edible; pineapples, fresh or dried",8,Weight in kilograms,35067645,,,,35067645,,40470230,,,0
