Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070920,"Vegetables; asparagus, fresh or chilled",8,Weight in kilograms,685895,,,,685895,,1017587,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,479980,,,,479980,,960828,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,52008,,,,52008,,66529,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,3637120,,,,3637120,,5353318,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,400,,,,400,,756,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,6803,,,,6803,,4752,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,3,,,,3,,5,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,102179,,,,102179,,164327,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,182775,,,,182775,,308363,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,20204,,,,20204,,41180,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,77,,,,77,,247,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,36645,,,,36645,,27611,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,373,,,,373,,627,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,8450,,,,8450,,1790,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,10266,,,,10266,,14970,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,4342982,,,,4342982,,8230896,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,562,Niger,NER,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,8,,,,8,,16,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,389130,,,,389130,,601314,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,15423,,,,15423,,26706,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,60,,,,60,,98,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,14,,,,14,,24,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,12188604,,,,12188604,,22881339,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,4259,,,,4259,,7269,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,2038,,,,2038,,7939,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,218,,,,218,,499,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,2955969,,,,2955969,,3496670,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,413559,,,,413559,,424378,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,070930,"Vegetables; aubergines, (e.g. plants), fresh or chilled",8,Weight in kilograms,9143,,,,9143,,4663,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,15160486,,,,15160486,,17697178,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,503091,,,,503091,,635874,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,150,,,,150,,185,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,544216,,,,544216,,519289,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,196,Cyprus,CYP,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,9120,,,,9120,,37967,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,8834,,,,8834,,9276,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,1555372,,,,1555372,,1613566,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,190,,,,190,,200,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,352,Iceland,ISL,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,770,,,,770,,1209,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,1900,,,,1900,,1919,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,8696186,,,,8696186,,10669287,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,212000,,,,212000,,231019,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,639528,,,,639528,,766158,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,1455,,,,1455,,1528,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,266294,,,,266294,,297720,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,2658813,,,,2658813,,2846688,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,62516,,,,62516,,65175,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,070940,"Vegetables; celery (other than celeriac), fresh or chilled",8,Weight in kilograms,50,,,,50,,120,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,58967787,,,,58967787,,86850024,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,1154805,,,,1154805,,966145,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,895281,,,,895281,,1231752,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,60,,,,60,,88,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,33236,,,,33236,,68918,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,13,,,,13,,19,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,617,,,,617,,900,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,2056302,,,,2056302,,3060007,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,12053,,,,12053,,17692,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,4,,,,4,,4,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,54813847,,,,54813847,,81501873,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,2,,,,2,,4,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,1176,,,,1176,,2058,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,263,,,,263,,386,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070951,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",8,Weight in kilograms,128,,,,128,,177,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,1393492,,,,1393492,,1772101,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,1344764,,,,1344764,,1566497,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,21005,,,,21005,,66975,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,446,,,,446,,3343,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,64,,,,64,,168,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,61,,,,61,,7424,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,211,,,,211,,4624,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,239,,,,239,,629,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,16938,,,,16938,,43636,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,3659,,,,3659,,38287,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,070959,"Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",8,Weight in kilograms,6105,,,,6105,,40521,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,142756624,,,,142756624,,231800258,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,12000,,,,12000,,8230,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,5200,,,,5200,,10920,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,35713,,,,35713,,49878,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2440993,,,,2440993,,5151440,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,3850,,,,3850,,4851,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,266475,,,,266475,,316863,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,23,,,,23,,24,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,22650519,,,,22650519,,24707814,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,188,Costa Rica,CRI,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1950,,,,1950,,4894,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,26654,,,,26654,,53037,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,75868,,,,75868,,158651,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,272980,,,,272980,,330294,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,61816867,,,,61816867,,106541829,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,21883,,,,21883,,46169,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,24,,,,24,,84,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2116245,,,,2116245,,2981778,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,82,,,,82,,89,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,2367,,,,2367,,2814,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,70300,,,,70300,,34971,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,27910,,,,27910,,61681,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,107,,,,107,,107,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1996738,,,,1996738,,2506696,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,22909319,,,,22909319,,47696566,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,558,Nicaragua,NIC,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,1500,,,,1500,,1890,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,90,,,,90,,500,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,7607066,,,,7607066,,8077632,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,244,,,,244,,512,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,17100,,,,17100,,35910,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,070960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",8,Weight in kilograms,353872,,,,353872,,390169,,,0
